Actual,Default_Probability_Pct,Risk_Level,Loan_Amount_USD,Expected_Loss_USD
1,100.0,High Risk,176500,176456.9407403469
0,21.0,Low Risk,346500,72787.6385897398
1,51.5,Medium Risk,476500,245226.96989774704
0,24.2,Low Risk,326500,79167.47546195984
1,19.2,Low Risk,186500,35868.169881403446
0,13.1,Low Risk,486500,63638.691656291485
0,17.7,Low Risk,346500,61334.18693393469
0,31.5,Medium Risk,296500,93368.78103017807
0,17.7,Low Risk,206500,36547.48159646988
0,21.7,Low Risk,176500,38234.652660787106
0,43.3,Medium Risk,456500,197786.86045110226
1,100.0,High Risk,186500,186454.87907528877
0,44.5,Medium Risk,196500,87349.47355091572
1,23.0,Low Risk,236500,54281.79553151131
0,19.5,Low Risk,486500,94668.27534884214
0,47.9,Medium Risk,176500,84527.57802605629
0,20.3,Low Risk,466500,94541.93007946014
1,35.1,Medium Risk,546500,191743.26339364052
0,21.7,Low Risk,416500,90287.83020377159
0,13.3,Low Risk,576500,76764.28886502981
0,25.9,Low Risk,256500,66509.75270569324
1,62.2,Medium Risk,276500,171883.9947283268
0,33.4,Medium Risk,216500,72275.49812197685
1,30.7,Medium Risk,236500,72646.48821949959
0,23.9,Low Risk,216500,51802.35539376736
0,29.8,Low Risk,326500,97429.93035912514
0,21.9,Low Risk,226500,49685.31538546085
0,46.6,Medium Risk,176500,82220.91463208199
1,100.0,High Risk,156500,156459.35735106468
0,20.0,Low Risk,646500,129270.03179490566
0,42.9,Medium Risk,236500,101350.54670274258
0,23.3,Low Risk,176500,41206.21235668659
0,19.3,Low Risk,346500,67024.73127096891
1,32.6,Medium Risk,356500,116328.99752259254
1,84.6,High Risk,336500,284588.9695882797
0,17.7,Low Risk,296500,52471.915766596794
0,25.5,Low Risk,216500,55175.8186519146
0,18.8,Low Risk,266500,50209.993965923786
0,46.3,Medium Risk,406500,188140.53113758564
0,17.9,Low Risk,346500,61889.37080651522
0,46.9,Medium Risk,456500,213876.0130852461
0,14.5,Low Risk,366500,53095.35127878189
1,100.0,High Risk,396500,396379.706799984
0,31.6,Medium Risk,196500,62017.0119702816
0,22.4,Low Risk,126500,28371.94588035345
0,17.6,Low Risk,466500,82126.7028003931
0,19.9,Low Risk,196500,39190.546095371246
0,35.6,Medium Risk,306500,108997.44680523872
1,49.6,Medium Risk,506500,251238.2605522871
1,100.0,High Risk,226500,226421.13035917282
0,8.4,Low Risk,266500,22337.795779109
0,23.7,Low Risk,446500,105624.83928352594
0,17.2,Low Risk,476500,81913.9660820365
0,17.8,Low Risk,216500,38518.84417235851
0,15.5,Low Risk,296500,46043.323777616024
1,14.3,Low Risk,476500,68117.91795492172
0,24.9,Low Risk,536500,133636.88146322966
0,32.1,Medium Risk,556500,178863.3052110672
0,16.6,Low Risk,206500,34367.62195825577
1,19.7,Low Risk,146500,28788.791701197624
0,11.0,Low Risk,486500,53357.13282600045
0,35.0,Medium Risk,676500,236747.75809049606
1,23.7,Low Risk,186500,44232.029154896736
1,28.8,Low Risk,316500,91093.12824904919
0,10.8,Low Risk,226500,24490.508526563644
0,35.2,Medium Risk,126500,44535.70939600468
0,47.8,Medium Risk,86500,41333.30491185188
0,10.8,Low Risk,266500,28677.45203152299
1,100.0,High Risk,376500,376409.27043557167
0,56.9,Medium Risk,156500,89115.57012796402
0,50.5,Medium Risk,216500,109304.173797369
0,24.7,Low Risk,136500,33673.55588078499
0,39.0,Medium Risk,126500,49283.601865172386
0,53.2,Medium Risk,206500,109766.90691709518
1,79.7,High Risk,186500,148677.87119746208
1,100.0,High Risk,486500,486406.3085615635
1,83.4,High Risk,296500,247407.55221247673
0,31.2,Medium Risk,146500,45648.93715083599
0,36.2,Medium Risk,176500,63959.42264795303
0,60.8,Medium Risk,126500,76868.83863806725
0,24.8,Low Risk,606500,150465.3823748231
0,20.8,Low Risk,586500,121975.43236613274
0,23.6,Low Risk,416500,98501.65210664272
0,19.1,Low Risk,486500,93107.19358921051
0,25.5,Low Risk,166500,42445.535615086555
1,100.0,High Risk,546500,546346.6744720936
0,50.5,Medium Risk,126500,63827.796787023544
0,19.5,Low Risk,246500,48047.83961176872
0,18.7,Low Risk,466500,87211.83351427317
0,26.5,Low Risk,156500,41528.73237431049
0,25.8,Low Risk,376500,97199.85254108906
0,14.7,Low Risk,576500,84516.2275582552
0,9.7,Low Risk,476500,46362.750843167305
1,34.6,Medium Risk,556500,192669.63140666485
0,22.2,Low Risk,276500,61490.40129035711
1,100.0,High Risk,166500,166430.6796491146
0,27.5,Low Risk,416500,114552.53422260284
0,58.3,Medium Risk,466500,271928.2941520214
0,28.7,Low Risk,206500,59239.350989460945
0,24.2,Low Risk,336500,81333.0005556345
1,21.9,Low Risk,486500,106599.21018779278
0,28.1,Low Risk,426500,119677.8241544962
1,82.8,High Risk,426500,353144.4697380066
0,8.8,Low Risk,236500,20854.102604091167
1,67.6,High Risk,106500,72036.85453534126
0,28.2,Low Risk,326500,91969.58640217781
1,32.6,Medium Risk,106500,34701.5660405159
0,13.9,Low Risk,436500,60832.147143781185
0,51.2,Medium Risk,76500,39161.2534224987
1,51.9,Medium Risk,206500,107269.39314603806
0,24.2,Low Risk,576500,139367.19235777855
0,27.9,Low Risk,206500,57692.78720021248
0,41.6,Medium Risk,106500,44324.71726834774
0,17.2,Low Risk,316500,54551.28539353609
0,32.0,Medium Risk,196500,62923.71480166912
0,40.4,Medium Risk,416500,168398.82139861584
1,86.1,High Risk,626500,539275.2722799778
0,29.8,Low Risk,346500,103160.20207107067
1,100.0,High Risk,296500,296409.16192531586
0,35.5,Medium Risk,256500,91136.8679702282
0,30.9,Medium Risk,236500,73073.76013696194
0,34.0,Medium Risk,146500,49785.19704937935
0,33.0,Medium Risk,196500,64793.63237321377
0,32.5,Medium Risk,366500,119162.89228200912
0,10.1,Low Risk,386500,38905.73647990823
1,100.0,High Risk,316500,316487.2473478317
0,31.0,Medium Risk,386500,119742.51438677311
0,10.1,Low Risk,456500,46038.48800808191
0,27.4,Low Risk,556500,152506.1865001917
0,40.5,Medium Risk,326500,132313.55510652065
0,37.9,Medium Risk,136500,51772.09031581879
0,45.0,Medium Risk,476500,214359.95462536812
0,11.4,Low Risk,566500,64520.16208693385
0,71.8,High Risk,216500,155547.18866944313
0,20.8,Low Risk,486500,101122.21921980381
0,40.4,Medium Risk,186500,75389.85073566437
1,100.0,High Risk,186500,186428.45571041107
0,13.3,Low Risk,486500,64486.11926287413
0,41.8,Medium Risk,76500,32003.235518932343
0,16.3,Low Risk,516500,84247.67106026411
0,25.1,Low Risk,446500,112238.49380016327
0,21.0,Low Risk,236500,49592.711605131626
0,14.5,Low Risk,296500,43028.489373624325
0,25.9,Low Risk,286500,74164.10493850708
0,17.1,Low Risk,366500,62788.12147676945
0,19.4,Low Risk,436500,84879.21626865864
0,35.7,Medium Risk,76500,27313.989982008934
0,16.2,Low Risk,276500,44659.230537712574
0,21.1,Low Risk,226500,47880.925968289375
1,100.0,High Risk,276500,276414.20155763626
0,37.5,Medium Risk,146500,55009.43924486637
0,22.3,Low Risk,266500,59456.437677145004
1,94.0,High Risk,496500,466478.013753891
1,36.4,Medium Risk,576500,209795.32885551453
1,73.4,High Risk,56500,41491.35231971741
0,41.2,Medium Risk,116500,48050.25668442249
1,80.2,High Risk,486500,390307.7453970909
0,20.8,Low Risk,316500,65772.95903116465
1,74.0,High Risk,486500,359950.09547472
0,25.2,Low Risk,276500,69713.03905546665
0,27.3,Low Risk,246500,67368.29377710819
1,68.2,High Risk,386500,263538.99362683296
0,19.9,Low Risk,446500,89053.29442769289
0,34.2,Medium Risk,446500,152782.13857114315
1,100.0,High Risk,186500,186448.60950112343
0,11.9,Low Risk,596500,71184.40492078662
0,27.6,Low Risk,376500,103951.11505687237
0,17.1,Low Risk,306500,52366.64664000273
1,24.7,Low Risk,146500,36118.69869381189
0,15.0,Low Risk,236500,35498.64476174116
0,15.7,Low Risk,606500,94998.46854805946
0,22.6,Low Risk,206500,46581.19135349989
1,100.0,High Risk,116500,116477.27248072624
0,13.9,Low Risk,256500,35748.38827550411
1,100.0,High Risk,216500,216451.38910412788
0,8.6,Low Risk,606500,52012.60242983699
0,14.0,Low Risk,666500,93026.5816450119
0,19.8,Low Risk,626500,124309.59978699684
0,24.5,Low Risk,586500,143426.20054632425
0,13.6,Low Risk,316500,42992.93513596058
0,17.2,Low Risk,246500,42460.45210212469
1,91.0,High Risk,66500,60489.6340072155
0,39.2,Medium Risk,436500,171303.24330925941
0,24.8,Low Risk,406500,100971.41495347023
0,51.1,Medium Risk,246500,125994.74370479584
0,32.1,Medium Risk,246500,79166.81875288486
0,11.4,Low Risk,256500,29139.61372151971
0,36.2,Medium Risk,216500,78298.73912036419
0,23.9,Low Risk,116500,27814.751222729683
0,12.1,Low Risk,386500,46706.46769553423
0,35.9,Medium Risk,96500,34657.0395976305
1,46.3,Medium Risk,116500,53943.88157129288
1,41.2,Medium Risk,176500,72734.3590259552
0,38.9,Medium Risk,646500,251535.68445146084
1,100.0,High Risk,536500,536484.3308329582
0,22.7,Low Risk,526500,119354.72195595503
1,100.0,High Risk,276500,276437.7854168415
1,45.8,Medium Risk,196500,90088.0640745163
0,19.1,Low Risk,446500,85324.40741360188
0,15.9,Low Risk,356500,56844.47022527456
0,21.9,Low Risk,476500,104441.2594512105
1,97.0,High Risk,136500,132351.55016183853
0,30.8,Medium Risk,196500,60550.273194909096
0,51.0,Medium Risk,436500,222482.54111409187
0,28.6,Low Risk,446500,127766.76386594772
0,32.0,Medium Risk,586500,187661.2058132887
0,24.1,Low Risk,506500,122245.83298712969
0,23.1,Low Risk,336500,77711.74597740173
0,19.4,Low Risk,286500,55560.82975119352
0,13.8,Low Risk,486500,67275.26640892029
0,29.6,Low Risk,426500,126271.04997634888
0,69.8,High Risk,156500,109306.91647529602
0,58.7,Medium Risk,286500,168092.80094504356
0,15.2,Low Risk,376500,57310.78916788101
0,50.4,Medium Risk,176500,88903.90530228615
0,28.7,Low Risk,296500,85012.10230588913
0,24.2,Low Risk,436500,105830.78391104937
1,26.9,Low Risk,276500,74267.22894608974
0,28.8,Low Risk,246500,70990.6305372715
0,21.8,Low Risk,236500,51446.739472448826
0,15.9,Low Risk,206500,32851.422891020775
1,100.0,High Risk,566500,566337.956815958
0,43.5,Medium Risk,106500,46302.34672129154
1,27.9,Low Risk,276500,77249.26868081093
0,25.7,Low Risk,146500,37722.18590974808
0,20.8,Low Risk,236500,49199.22899454832
0,50.8,Medium Risk,96500,49052.515119314194
0,34.8,Medium Risk,436500,151976.52254998684
0,20.4,Low Risk,676500,137826.68307423592
0,35.9,Medium Risk,86500,31064.205795526505
0,20.1,Low Risk,486500,97801.58121883869
1,100.0,High Risk,296500,296424.2368042469
0,19.7,Low Risk,126500,24931.622974574566
0,29.1,Low Risk,376500,109542.96684265137
0,32.7,Medium Risk,106500,34867.7634447813
0,13.0,Low Risk,716500,93171.26122117043
0,13.6,Low Risk,336500,45602.42359340191
1,29.6,Low Risk,636500,188178.19333076477
0,32.9,Medium Risk,226500,74530.48078715801
0,20.3,Low Risk,576500,117172.88958281279
0,22.3,Low Risk,216500,48233.97431522608
0,19.3,Low Risk,226500,43608.43116044998
0,27.0,Low Risk,486500,131477.92629897594
1,100.0,High Risk,106500,106470.5648124218
0,30.5,Medium Risk,176500,53821.36034965515
0,19.0,Low Risk,486500,92355.8352291584
0,58.7,Medium Risk,66500,39023.11027050018
0,12.1,Low Risk,406500,49164.008896797895
0,50.4,Medium Risk,206500,103999.97293949127
0,23.7,Low Risk,276500,65396.986812353134
0,13.0,Low Risk,406500,52988.94426226616
0,22.4,Low Risk,406500,90946.09270244837
0,45.4,Medium Risk,506500,229963.46643567085
0,24.6,Low Risk,406500,99992.4790263176
0,26.0,Low Risk,486500,126334.79988574982
1,100.0,High Risk,186500,186449.36540722847
0,14.6,Low Risk,396500,57846.99106216431
0,12.7,Low Risk,206500,26167.3469170928
0,26.5,Low Risk,346500,91742.19614267349
0,22.7,Low Risk,216500,49166.778951883316
1,86.2,High Risk,416500,359020.09066939354
0,27.5,Low Risk,276500,76162.75484859943
0,20.5,Low Risk,316500,65030.79617768526
0,16.6,Low Risk,426500,70864.27941173315
0,20.8,Low Risk,466500,96830.18224686384
0,17.4,Low Risk,226500,39329.25362884998
1,100.0,High Risk,446500,446376.5933215618
0,31.6,Medium Risk,236500,74640.88901877403
1,13.2,Low Risk,226500,29836.707785725594
0,23.5,Low Risk,326500,76847.89476543665
0,26.4,Low Risk,566500,149323.94213974476
1,100.0,High Risk,156500,156462.4169766903
0,59.5,Medium Risk,576500,343291.5884256363
0,23.7,Low Risk,386500,91472.55275398493
0,18.7,Low Risk,376500,70462.28414028883
0,32.4,Medium Risk,236500,76605.94090819359
0,30.5,Medium Risk,206500,62893.85052025318
0,44.6,Medium Risk,346500,154486.0077649355
0,25.5,Low Risk,396500,101010.87360084057
0,22.8,Low Risk,176500,40321.6038942337
0,11.5,Low Risk,336500,38808.14493820071
0,20.9,Low Risk,226500,47304.96630817652
0,27.7,Low Risk,156500,43275.195598602295
0,49.5,Medium Risk,446500,221224.62148964405
0,40.5,Medium Risk,536500,217503.3239722252
1,100.0,High Risk,146500,146455.93792200089
0,37.3,Medium Risk,296500,110561.78648769855
0,40.6,Medium Risk,206500,83752.85138189793
0,44.2,Medium Risk,326500,144287.88623213768
0,53.1,Medium Risk,196500,104266.69701933861
0,25.2,Low Risk,526500,132844.48282420635
0,45.5,Medium Risk,196500,89410.20226478577
0,39.6,Medium Risk,166500,65945.95330953598
0,34.4,Medium Risk,286500,98482.92347788811
1,43.9,Medium Risk,636500,279693.8174664974
0,55.5,Medium Risk,216500,120100.360840559
1,100.0,High Risk,266500,266426.69239640236
0,36.8,Medium Risk,436500,160592.3107266426
0,33.1,Medium Risk,296500,98120.38993835449
0,23.5,Low Risk,296500,69581.0064598918
0,65.5,High Risk,56500,37026.054203510284
1,34.3,Medium Risk,106500,36485.91797053814
0,36.6,Medium Risk,276500,101199.79839026928
0,49.7,Medium Risk,226500,112514.36711847782
1,42.3,Medium Risk,166500,70476.86938941479
0,22.6,Low Risk,86500,19525.13474225998
0,30.9,Medium Risk,276500,85498.61751496792
0,21.8,Low Risk,366500,79814.05768543482
0,19.9,Low Risk,186500,37080.34313470125
0,19.4,Low Risk,646500,125661.12119704485
0,33.4,Medium Risk,306500,102276.49274468422
1,71.6,High Risk,286500,204999.85107779503
0,19.6,Low Risk,546500,107120.80515176058
0,32.4,Medium Risk,226500,73307.99460411072
1,82.4,High Risk,376500,310174.5340526104
0,22.3,Low Risk,486500,108525.37973225117
1,100.0,High Risk,426500,426387.00196146965
0,12.0,Low Risk,446500,53663.272362202406
0,11.9,Low Risk,586500,69529.39734980464
1,100.0,High Risk,256500,256432.34798312187
0,35.9,Medium Risk,76500,27455.816611647606
1,58.8,Medium Risk,326500,191844.5279300213
0,29.9,Low Risk,316500,94600.3151088953
0,38.3,Medium Risk,316500,121151.12940967083
0,22.7,Low Risk,206500,46936.06596440077
1,100.0,High Risk,286500,286389.32570815086
1,100.0,High Risk,326500,326384.9470615387
0,40.0,Medium Risk,206500,82508.99322330952
0,54.4,Medium Risk,406500,221148.3689546585
0,17.8,Low Risk,206500,36842.31910854578
0,8.0,Low Risk,536500,42959.18794721365
0,29.6,Low Risk,196500,58143.94927024841
0,27.8,Low Risk,586500,163036.5108847618
0,20.5,Low Risk,576500,117948.87979328632
0,16.5,Low Risk,486500,80513.27800750732
0,11.2,Low Risk,256500,28773.77301827073
1,100.0,High Risk,466500,466385.74692606926
0,17.9,Low Risk,436500,78006.29002600908
0,23.8,Low Risk,276500,65923.80836606026
0,42.4,Medium Risk,236500,100246.53713405132
0,19.7,Low Risk,266500,52503.215447068214
0,24.9,Low Risk,166500,41439.68094885349
1,22.3,Low Risk,186500,41548.89319092035
1,41.6,Medium Risk,126500,52606.52716457844
0,23.1,Low Risk,186500,43026.136592030525
0,28.3,Low Risk,416500,117830.4838091135
0,39.6,Medium Risk,366500,144966.1414474249
1,87.6,High Risk,86500,75775.7054567337
0,30.5,Medium Risk,196500,59942.31632351875
0,36.5,Medium Risk,196500,71702.7080655098
0,39.0,Medium Risk,216500,84368.92634630203
0,32.0,Medium Risk,216500,69329.84171807766
1,100.0,High Risk,236500,236422.44106531143
0,19.0,Low Risk,436500,82911.59628331661
0,47.2,Medium Risk,166500,78579.94700968266
0,43.5,Medium Risk,156500,68115.38189649582
1,100.0,High Risk,326500,326409.4094336033
0,42.5,Medium Risk,76500,32494.255051016808
0,14.1,Low Risk,476500,67187.98523396254
1,49.7,Medium Risk,76500,38019.939824938774
1,84.6,High Risk,216500,183260.0061893463
0,33.4,Medium Risk,626500,209539.63200747967
0,17.0,Low Risk,456500,77619.12255734205
0,23.2,Low Risk,136500,31707.491397857666
1,100.0,High Risk,306500,306419.96428370476
0,26.5,Low Risk,276500,73245.35235762596
0,20.5,Low Risk,546500,111973.39361160994
0,14.5,Low Risk,636500,92132.7199563384
1,97.8,High Risk,396500,387886.65238022804
1,100.0,High Risk,216500,216411.61772608757
1,98.1,High Risk,386500,379100.9827554226
0,46.4,Medium Risk,756500,351306.87138438225
0,23.0,Low Risk,376500,86571.14101946354
1,100.0,High Risk,196500,196454.02917265892
0,14.3,Low Risk,706500,101044.06448453665
0,10.8,Low Risk,606500,65312.56100535393
0,18.4,Low Risk,446500,82322.500705719
0,11.4,Low Risk,196500,22494.459874927998
0,59.3,Medium Risk,386500,229184.45375561714
0,12.0,Low Risk,356500,42835.557356476784
0,31.5,Medium Risk,136500,42948.47600162029
0,32.5,Medium Risk,276500,89754.28453087807
0,12.2,Low Risk,246500,30180.046547204256
0,45.1,Medium Risk,196500,88710.51456034184
1,100.0,High Risk,86500,86481.6401898861
1,22.8,Low Risk,316500,72188.59950453043
0,30.6,Medium Risk,306500,93891.53201878071
1,100.0,High Risk,206500,206443.96004080772
0,31.6,Medium Risk,356500,112574.15123283863
0,40.3,Medium Risk,276500,111452.58864760399
0,27.0,Low Risk,456500,123130.80704212189
0,40.2,Medium Risk,256500,103219.34236586094
0,14.8,Low Risk,306500,45280.30697256327
0,18.5,Low Risk,636500,117577.6151791215
0,14.8,Low Risk,336500,49865.59124290943
0,43.7,Medium Risk,306500,133946.46674394608
0,19.7,Low Risk,196500,38732.940182089806
0,50.8,Medium Risk,126500,64307.347536087036
1,43.6,Medium Risk,136500,59554.25973236561
0,33.8,Medium Risk,136500,46106.96169734001
1,100.0,High Risk,156500,156456.78278803825
0,26.5,Low Risk,146500,38891.59049093723
0,18.4,Low Risk,516500,95043.23484748602
0,65.6,High Risk,76500,50173.24036359787
0,26.5,Low Risk,516500,137124.1819113493
0,11.6,Low Risk,306500,35559.93406102061
0,61.6,Medium Risk,186500,114913.3685529232
0,16.7,Low Risk,306500,51053.23240160942
0,37.5,Medium Risk,256500,96262.81160116196
0,27.0,Low Risk,436500,117864.94334042072
1,99.8,High Risk,116500,116324.42939281464
0,33.4,Medium Risk,606500,202323.43810796738
0,33.4,Medium Risk,216500,72405.58743476868
0,29.2,Low Risk,146500,42822.022154927254
0,28.0,Low Risk,356500,99862.08418011665
1,92.7,High Risk,86500,80153.83186936378
1,100.0,High Risk,486500,486372.5552856922
0,20.4,Low Risk,296500,60489.72340673208
1,100.0,High Risk,516500,516410.0746810436
0,38.6,Medium Risk,256500,99062.67249584198
1,29.1,Low Risk,286500,83497.8531897068
1,80.2,High Risk,286500,229866.90098047256
0,29.0,Low Risk,116500,33778.38492393494
1,44.8,Medium Risk,96500,43251.215383410454
0,36.0,Medium Risk,246500,88624.21157956123
0,16.9,Low Risk,176500,29847.031325101852
1,100.0,High Risk,256500,256489.3897175789
0,15.2,Low Risk,326500,49757.861100137234
1,100.0,High Risk,526500,526331.1029076576
1,24.2,Low Risk,246500,59587.63989061117
1,100.0,High Risk,146500,146466.49500727654
0,90.0,High Risk,136500,122887.79675960541
1,81.7,High Risk,126500,103392.56203174591
0,37.3,Medium Risk,346500,129400.645673275
0,46.9,Medium Risk,316500,148374.30654466152
0,17.2,Low Risk,376500,64618.04797500372
1,25.3,Low Risk,206500,52180.2731603384
0,44.2,Medium Risk,226500,100167.23169386387
0,40.8,Medium Risk,306500,125041.8950021267
1,60.9,Medium Risk,106500,64888.547480106354
0,30.7,Medium Risk,536500,164960.0020647049
0,21.5,Low Risk,356500,76549.56968873739
1,100.0,High Risk,86500,86477.45367884636
0,48.8,Medium Risk,256500,125048.14852774143
0,27.8,Low Risk,486500,135025.8479565382
1,43.5,Medium Risk,186500,81070.44620811939
0,9.3,Low Risk,726500,67554.74765226245
0,17.7,Low Risk,226500,40000.34422427416
1,100.0,High Risk,596500,596342.4594700336
1,12.8,Low Risk,486500,62101.74319893122
0,23.3,Low Risk,406500,94725.91010481119
0,32.4,Medium Risk,206500,66825.45429468155
0,26.5,Low Risk,236500,62602.4934053421
0,14.3,Low Risk,296500,42286.40504181385
1,93.2,High Risk,316500,294887.6879811287
1,100.0,High Risk,156500,156459.80510115623
0,37.5,Medium Risk,546500,205063.74029815197
0,31.3,Medium Risk,106500,33284.620732069016
0,40.0,Medium Risk,166500,66666.43837094307
0,30.2,Medium Risk,106500,32210.610911250114
0,24.7,Low Risk,456500,112752.68103927374
0,16.5,Low Risk,616500,101561.16957217455
0,34.8,Medium Risk,336500,117125.30282139778
1,34.9,Medium Risk,336500,117355.83755373955
0,39.9,Medium Risk,286500,114374.64863061905
1,100.0,High Risk,456500,456396.8487083912
0,30.6,Medium Risk,176500,54032.41699934006
0,52.6,Medium Risk,116500,61298.32071065903
0,20.8,Low Risk,196500,40810.124695301056
0,21.4,Low Risk,136500,29177.223466336727
1,100.0,High Risk,306500,306436.95428967476
0,12.1,Low Risk,446500,53950.897481292486
0,34.6,Medium Risk,86500,29916.003584861755
0,53.5,Medium Risk,166500,89124.3166923523
0,11.2,Low Risk,476500,53169.62702944875
0,42.9,Medium Risk,136500,58598.03572297096
0,61.4,Medium Risk,36500,22398.328125476837
0,23.6,Low Risk,76500,18039.48526829481
0,20.8,Low Risk,336500,70074.07955080271
1,21.1,Low Risk,246500,51901.238679885864
0,15.9,Low Risk,656500,104173.94298315048
0,8.3,Low Risk,566500,46779.88179028034
0,14.9,Low Risk,396500,59248.37730079889
1,34.7,Medium Risk,556500,192930.99430203438
0,44.3,Medium Risk,116500,51619.95626986027
1,100.0,High Risk,526500,526374.2529451847
0,10.1,Low Risk,316500,32012.052699923515
1,100.0,High Risk,186500,186446.56410813332
0,14.5,Low Risk,566500,82226.49063915014
0,22.9,Low Risk,626500,143732.84755647182
0,32.1,Medium Risk,306500,98310.56863069534
0,23.2,Low Risk,436500,101249.88245218992
0,23.3,Low Risk,236500,55135.3138461709
0,18.3,Low Risk,226500,41415.37385433912
0,13.7,Low Risk,56500,7733.216278254986
0,32.4,Medium Risk,126500,40999.24410879612
1,39.1,Medium Risk,76500,29874.577581882477
0,12.1,Low Risk,346500,41947.26637378335
0,24.5,Low Risk,366500,89678.68330329657
0,15.3,Low Risk,206500,31668.324947357178
1,53.0,Medium Risk,156500,82921.64722084999
0,21.7,Low Risk,346500,75294.88295316696
0,13.3,Low Risk,256500,34154.20863032341
0,16.7,Low Risk,236500,39564.34628367424
0,26.7,Low Risk,406500,108391.8767273426
1,100.0,High Risk,106500,106474.3227660656
0,50.5,Medium Risk,216500,109428.03028225899
1,99.4,High Risk,456500,453988.88778686523
0,61.7,Medium Risk,66500,41005.40468096733
1,100.0,High Risk,206500,206445.0185596943
0,16.6,Low Risk,346500,57464.768171310425
0,18.4,Low Risk,306500,56302.70579457283
0,19.7,Low Risk,676500,133091.2440419197
0,28.1,Low Risk,186500,52402.02908217907
0,51.6,Medium Risk,186500,96161.78366541862
0,32.5,Medium Risk,666500,216456.8833708763
0,24.5,Low Risk,166500,40731.695383787155
0,39.2,Medium Risk,446500,175149.71214532852
1,100.0,High Risk,366500,366400.277107954
0,35.0,Medium Risk,286500,100286.1750125885
0,27.8,Low Risk,286500,79780.61605989933
0,11.9,Low Risk,256500,30589.85510095954
1,100.0,High Risk,96500,96471.36154770851
0,24.8,Low Risk,396500,98279.91072833538
1,100.0,High Risk,446500,446403.0471146107
1,96.3,High Risk,136500,131472.4354147911
0,11.7,Low Risk,326500,38331.22098073363
1,95.0,High Risk,296500,281534.48021411896
1,34.9,Medium Risk,246500,85967.65987575054
0,16.6,Low Risk,206500,34246.84618413448
0,15.7,Low Risk,456500,71621.60008400679
0,28.2,Low Risk,346500,97594.05080974102
0,44.4,Medium Risk,156500,69521.38714492321
0,20.5,Low Risk,166500,34057.27446824312
0,45.1,Medium Risk,426500,192495.7049190998
0,9.0,Low Risk,346500,31255.071736872196
1,100.0,High Risk,626500,626323.7816393375
0,22.7,Low Risk,226500,51439.425744116306
0,33.3,Medium Risk,426500,141967.07493066788
0,62.2,Medium Risk,156500,97368.56511235237
0,23.7,Low Risk,286500,67858.24888944626
0,27.6,Low Risk,306500,84733.40727388859
0,23.9,Low Risk,166500,39740.30023813248
0,46.0,Medium Risk,156500,71951.68136060238
0,27.1,Low Risk,206500,56047.55960404873
0,40.4,Medium Risk,166500,67339.48092162609
0,15.0,Low Risk,346500,51810.97586452961
0,13.5,Low Risk,466500,63099.582843482494
0,29.1,Low Risk,356500,103584.15380120277
0,20.8,Low Risk,106500,22184.82383340597
0,40.1,Medium Risk,386500,154875.6999373436
0,34.0,Medium Risk,606500,206029.68488633633
0,18.5,Low Risk,356500,65850.5797535181
0,22.0,Low Risk,426500,93780.93622624874
0,21.3,Low Risk,436500,92874.02048707008
1,87.8,High Risk,66500,58406.25709295273
1,44.1,Medium Risk,166500,73490.91526865959
0,78.5,High Risk,166500,130747.47079610825
0,27.7,Low Risk,136500,37780.17836809158
0,27.0,Low Risk,176500,47691.464975476265
0,9.4,Low Risk,336500,31726.34219750762
0,13.6,Low Risk,496500,67597.56622463465
0,30.7,Medium Risk,326500,100320.18783688545
1,17.4,Low Risk,486500,84581.88889175653
0,14.8,Low Risk,526500,77667.29810088873
0,57.3,Medium Risk,176500,101112.99911141396
0,17.6,Low Risk,426500,75177.042119205
0,16.2,Low Risk,526500,85212.69410848618
0,22.4,Low Risk,406500,90977.26368159056
0,33.7,Medium Risk,256500,86500.88547170162
0,19.6,Low Risk,276500,54312.77899444103
0,38.2,Medium Risk,486500,185785.49729287624
1,64.3,Medium Risk,56500,36306.458830833435
0,17.4,Low Risk,586500,101969.3086668849
0,22.2,Low Risk,486500,108177.92977392673
0,25.8,Low Risk,246500,63715.74179828167
0,23.2,Low Risk,286500,66394.52118426561
1,100.0,High Risk,256500,256413.61945867538
0,36.6,Medium Risk,236500,86530.08729219437
0,26.7,Low Risk,136500,36484.05119776726
1,84.4,High Risk,206500,174198.6684501171
0,49.2,Medium Risk,96500,47485.665649175644
0,34.6,Medium Risk,246500,85354.92932796478
0,10.7,Low Risk,446500,47843.79384666681
0,7.3,Low Risk,656500,47682.6144233346
1,45.6,Medium Risk,266500,121468.60238909721
1,100.0,High Risk,276500,276384.1572701931
0,29.1,Low Risk,286500,83347.83411026001
1,35.4,Medium Risk,376500,133292.84973442554
0,21.1,Low Risk,396500,83739.51153457165
0,32.9,Medium Risk,136500,44853.87821495533
1,33.0,Medium Risk,456500,150795.22974789143
0,11.3,Low Risk,206500,23338.32749351859
1,100.0,High Risk,216500,216450.20189881325
1,39.1,Medium Risk,106500,41613.65523934364
1,100.0,High Risk,236500,236446.72933220863
0,41.3,Medium Risk,186500,76964.76443111897
0,38.5,Medium Risk,196500,75565.78601896763
1,14.4,Low Risk,526500,75643.59272271395
0,8.8,Low Risk,686500,60609.50347036123
0,24.6,Low Risk,496500,122106.34671896696
0,22.4,Low Risk,686500,153556.17985874414
